Employee_ID,Age,Gender,Marital_Status,Education_Field,Department,Job_Role,Job_Level,Annual_Salary,Monthly_Income,Years_At_Company,Years_Since_Last_Promotion,Training_Hours_Last_Year,Overtime,Job_Satisfaction,Environment_Satisfaction,Work_Life_Balance,Performance_Rating,Percent_Salary_Hike,Attrition
EMP0214,32,Female,Divorced,Finance,Sales,Sales Director,5,181666,15138.83,3,0,10,No,5,4,4,2,10,No
EMP0215,26,Non-binary,Divorced,Computer Science,Human Resources,HR Specialist,2,77700,6475.0,2,1,13,Yes,1,1,2,2,10,Yes
EMP0216,24,Female,Single,Other,Sales,Account Manager,3,118686,9890.5,2,2,15,Yes,2,2,2,3,17,No
EMP0217,32,Female,Single,Other,Technology,Senior Engineer,3,153715,12809.58,7,7,21,No,4,4,4,3,15,No
EMP0218,53,Female,Married,Finance,Technology,Software Engineer,1,90593,7549.42,0,0,55,No,3,4,4,2,12,No
EMP0219,28,Male,Divorced,Other,Sales,Sales Director,5,182659,15221.58,6,1,45,No,4,1,5,2,13,No
EMP0220,32,Female,Married,Marketing,Sales,Account Manager,4,93299,7774.92,8,3,45,No,2,3,2,3,17,Yes
EMP0221,42,Female,Married,Other,Technology,Software Engineer,1,72348,6029.0,17,8,10,No,2,5,2,3,18,Yes
EMP0222,43,Male,Single,Life Sciences,Finance,Finance Manager,4,160616,13384.67,19,7,55,No,4,2,4,2,12,No
EMP0223,40,Non-binary,Divorced,Marketing,Technology,Software Engineer,2,102271,8522.58,4,3,16,Yes,2,2,4,3,15,No
EMP0224,28,Male,Single,Other,Marketing,Marketing Coordinator,2,59762,4980.17,7,2,41,Yes,3,4,2,4,20,No
EMP0225,33,Non-binary,Single,Computer Science,Finance,Finance Manager,4,145209,12100.75,6,4,54,No,3,5,5,2,11,No
EMP0226,54,Male,Divorced,Human Resources,Human Resources,HR Specialist,2,88452,7371.0,9,5,53,Yes,3,5,1,3,14,No
EMP0227,57,Male,Divorced,Human Resources,Finance,Finance Manager,5,147681,12306.75,0,0,43,Yes,3,1,1,3,16,No
EMP0228,31,Female,Divorced,Marketing,Sales,Sales Representative,1,59830,4985.83,1,0,57,No,3,3,4,3,14,No
EMP0229,46,Male,Divorced,Marketing,Marketing,Marketing Coordinator,1,53235,4436.25,6,4,59,No,3,3,4,3,16,No
EMP0230,56,Non-binary,Divorced,Life Sciences,Sales,Account Manager,3,94880,7906.67,5,1,57,No,3,3,3,2,14,No
EMP0231,22,Male,Married,Other,Sales,Sales Representative,1,55571,4630.92,0,0,59,No,4,4,3,2,12,Yes
EMP0232,55,Female,Single,Human Resources,Technology,QA Analyst,1,72795,6066.25,17,6,15,Yes,4,4,3,4,25,No
EMP0233,22,Female,Divorced,Marketing,Finance,Senior Analyst,4,110979,9248.25,0,0,53,No,2,4,2,2,12,Yes
EMP0234,45,Non-binary,Divorced,Finance,Finance,Financial Analyst,1,86349,7195.75,6,2,42,Yes,1,5,3,3,15,No
EMP0235,35,Non-binary,Married,Computer Science,Sales,Sales Director,5,202373,16864.42,13,1,57,No,1,4,1,2,11,No
EMP0236,57,Female,Divorced,Life Sciences,Human Resources,HR Director,5,175430,14619.17,14,6,37,No,3,2,1,3,14,No
EMP0237,24,Non-binary,Single,Marketing,Marketing,Marketing Coordinator,1,54874,4572.83,0,0,28,No,3,3,4,2,14,Yes
EMP0238,56,Male,Divorced,Life Sciences,Human Resources,HR Manager,4,95730,7977.5,17,8,19,Yes,1,4,2,2,12,Yes
EMP0239,54,Female,Single,Life Sciences,Sales,Account Manager,3,101885,8490.42,18,0,58,No,5,3,3,2,10,No
EMP0240,34,Non-binary,Divorced,Finance,Human Resources,HR Manager,3,110370,9197.5,1,1,49,Yes,1,3,2,3,15,Yes
EMP0241,42,Male,Single,Computer Science,Human Resources,HR Specialist,3,91337,7611.42,20,6,27,No,2,4,4,2,12,No
EMP0242,53,Non-binary,Single,Life Sciences,Marketing,Marketing Coordinator,2,49587,4132.25,17,3,26,No,4,4,4,3,14,No
EMP0243,47,Non-binary,Single,Computer Science,Marketing,Brand Manager,3,125368,10447.33,15,2,33,No,4,4,4,2,14,No
EMP0244,47,Male,Divorced,Computer Science,Sales,Sales Executive,3,84199,7016.58,14,2,21,No,3,4,2,3,16,Yes
EMP0245,36,Female,Married,Marketing,Sales,Sales Representative,1,61970,5164.17,11,6,40,No,4,1,4,2,14,No
EMP0246,39,Non-binary,Married,Human Resources,Marketing,Marketing Specialist,2,77403,6450.25,11,1,43,Yes,4,3,2,2,13,No
EMP0247,22,Non-binary,Single,Finance,Sales,Sales Executive,2,93403,7783.58,0,0,19,Yes,2,4,2,3,14,Yes
EMP0248,35,Non-binary,Single,Other,Finance,Financial Analyst,1,69190,5765.83,9,2,18,No,1,4,1,2,11,Yes
EMP0249,58,Non-binary,Single,Other,Human Resources,HR Associate,1,63447,5287.25,15,2,24,No,4,4,4,2,14,No
EMP0250,43,Male,Divorced,Human Resources,Technology,Senior Engineer,3,123664,10305.33,3,0,22,No,5,4,4,3,15,No
EMP0251,24,Non-binary,Divorced,Computer Science,Technology,Department Director,5,223213,18601.08,1,0,59,No,3,3,4,3,17,No
EMP0252,52,Male,Married,Human Resources,Marketing,Marketing Coordinator,1,53340,4445.0,15,3,15,Yes,3,3,1,3,18,No
EMP0253,55,Female,Married,Other,Sales,Account Manager,3,96985,8082.08,4,3,51,No,3,3,3,3,17,No
EMP0254,48,Non-binary,Divorced,Finance,Sales,Account Manager,3,121703,10141.92,8,4,46,Yes,3,4,3,3,17,No
EMP0255,32,Female,Single,Human Resources,Finance,Finance Manager,5,160240,13353.33,11,0,20,No,4,4,4,2,14,No
EMP0256,26,Male,Single,Marketing,Technology,QA Analyst,1,67593,5632.75,3,2,55,No,1,4,2,2,10,Yes
EMP0257,55,Male,Single,Computer Science,Marketing,Marketing Specialist,2,87086,7257.17,1,1,25,No,5,2,3,2,13,No
EMP0258,34,Non-binary,Single,Other,Technology,Software Engineer,1,106642,8886.83,9,5,32,No,2,4,2,4,18,Yes
EMP0259,28,Non-binary,Single,Human Resources,Human Resources,HR Manager,4,128638,10719.83,4,4,60,No,4,5,3,3,16,No
EMP0260,51,Non-binary,Married,Human Resources,Technology,Department Director,5,187619,15634.92,8,1,34,No,5,4,3,2,12,No
EMP0261,22,Non-binary,Married,Life Sciences,Human Resources,HR Associate,1,59206,4933.83,0,0,45,No,3,3,4,2,11,No
EMP0262,34,Female,Divorced,Life Sciences,Human Resources,HR Specialist,2,76182,6348.5,13,5,19,No,2,1,5,2,10,No
EMP0263,56,Female,Married,Marketing,Marketing,Brand Manager,3,127651,10637.58,8,7,21,No,5,3,3,2,10,No
EMP0264,49,Male,Divorced,Computer Science,Marketing,Brand Manager,3,101455,8454.58,14,1,54,No,3,1,4,2,10,No
EMP0265,38,Female,Divorced,Marketing,Sales,Account Manager,3,112485,9373.75,11,2,41,No,3,4,3,2,13,No
EMP0266,30,Non-binary,Divorced,Life Sciences,Technology,Tech Lead,5,186394,15532.83,6,6,34,Yes,4,4,3,2,11,No
EMP0267,55,Non-binary,Divorced,Marketing,Finance,Finance Manager,4,157213,13101.08,1,1,16,No,1,4,3,3,17,No
EMP0268,38,Male,Married,Human Resources,Marketing,Brand Manager,3,116985,9748.75,3,2,53,No,2,4,4,2,12,No
EMP0269,54,Male,Divorced,Finance,Technology,Department Director,5,220217,18351.42,9,7,50,No,4,4,5,2,14,No
EMP0270,26,Female,Single,Marketing,Sales,Account Manager,3,109094,9091.17,5,2,48,No,3,3,4,2,14,No
EMP0271,50,Male,Single,Life Sciences,Technology,Senior Engineer,4,158386,13198.83,8,1,23,Yes,1,1,3,1,8,Yes
EMP0272,28,Male,Divorced,Life Sciences,Technology,Department Director,5,200274,16689.5,3,1,57,Yes,4,2,4,3,16,No
EMP0273,51,Non-binary,Married,Human Resources,Finance,Senior Analyst,4,106602,8883.5,18,7,50,No,4,3,4,2,12,No
EMP0274,36,Female,Married,Marketing,Human Resources,HR Director,5,167026,13918.83,4,2,10,Yes,3,4,2,1,8,No
EMP0275,52,Male,Single,Finance,Human Resources,HR Specialist,3,85963,7163.58,11,3,36,No,3,3,4,3,17,No
EMP0276,27,Male,Divorced,Life Sciences,Marketing,Brand Manager,3,124861,10405.08,6,2,36,Yes,1,2,1,2,14,Yes
EMP0277,31,Female,Divorced,Computer Science,Sales,Sales Representative,1,49097,4091.42,7,0,24,Yes,1,3,2,2,12,Yes
EMP0278,43,Female,Single,Computer Science,Human Resources,HR Director,5,154678,12889.83,17,7,21,Yes,4,4,4,3,15,Yes
EMP0279,37,Non-binary,Single,Life Sciences,Finance,Financial Analyst,1,71830,5985.83,15,6,53,No,5,2,4,3,18,No
EMP0280,38,Male,Divorced,Marketing,Sales,Account Manager,4,104272,8689.33,3,1,50,No,1,4,2,2,11,Yes
EMP0281,52,Non-binary,Divorced,Life Sciences,Human Resources,HR Associate,1,64381,5365.08,2,2,49,Yes,5,4,1,2,14,No
EMP0282,30,Male,Single,Marketing,Marketing,Brand Manager,4,118751,9895.92,3,0,54,No,4,3,1,3,18,No
EMP0283,53,Female,Divorced,Life Sciences,Marketing,Brand Manager,3,120696,10058.0,8,8,20,Yes,2,3,2,1,9,Yes
EMP0284,23,Non-binary,Married,Human Resources,Sales,Account Manager,4,125321,10443.42,1,0,43,No,2,2,2,2,12,Yes
EMP0285,26,Female,Single,Life Sciences,Technology,Senior Engineer,3,127557,10629.75,0,0,12,No,2,4,2,3,16,Yes
EMP0286,26,Female,Single,Other,Finance,Financial Analyst,1,85936,7161.33,0,0,33,No,5,3,3,3,18,No
EMP0287,24,Non-binary,Single,Marketing,Technology,Senior Engineer,4,121364,10113.67,0,0,56,Yes,2,2,3,4,24,No
EMP0288,58,Male,Divorced,Finance,Finance,Financial Analyst,1,70911,5909.25,17,6,42,Yes,2,5,3,2,12,No
EMP0289,48,Non-binary,Married,Other,Human Resources,HR Specialist,2,75009,6250.75,12,8,57,Yes,4,3,2,4,18,Yes
EMP0290,41,Female,Married,Life Sciences,Sales,Account Manager,3,108085,9007.08,17,8,45,No,3,2,3,2,12,No
EMP0291,37,Female,Married,Marketing,Technology,QA Analyst,1,62124,5177.0,2,2,30,No,2,4,4,2,10,No
EMP0292,41,Female,Divorced,Human Resources,Finance,Financial Analyst,2,90260,7521.67,10,5,37,No,4,4,3,3,18,No
EMP0293,46,Female,Married,Human Resources,Technology,Tech Lead,4,159802,13316.83,10,8,54,Yes,1,4,2,2,14,Yes
EMP0294,47,Female,Single,Marketing,Technology,Department Director,5,217449,18120.75,1,1,26,Yes,2,4,2,2,13,Yes
EMP0295,57,Non-binary,Divorced,Human Resources,Sales,Sales Executive,2,103184,8598.67,10,1,17,No,3,3,3,2,10,No
EMP0296,32,Male,Divorced,Finance,Marketing,Marketing Specialist,2,72650,6054.17,3,2,19,No,4,2,1,4,20,No
EMP0297,40,Female,Married,Other,Technology,Tech Lead,4,151490,12624.17,10,3,57,No,2,3,3,2,11,No
EMP0298,23,Male,Divorced,Other,Marketing,Marketing Coordinator,1,46969,3914.08,1,0,60,No,3,3,5,2,12,No
EMP0299,45,Female,Single,Marketing,Finance,Senior Analyst,4,128327,10693.92,3,2,41,No,3,2,3,2,10,Yes
EMP0300,41,Male,Married,Finance,Sales,Sales Representative,1,56531,4710.92,11,4,25,No,5,3,1,2,13,No
EMP0301,23,Non-binary,Married,Life Sciences,Sales,Account Manager,4,98995,8249.58,0,0,56,Yes,2,4,2,2,11,Yes
EMP0302,43,Male,Divorced,Life Sciences,Sales,Sales Executive,2,88258,7354.83,4,2,54,No,3,2,5,4,20,No
EMP0303,58,Female,Married,Computer Science,Marketing,Marketing Coordinator,1,49768,4147.33,0,0,58,Yes,2,5,2,3,16,Yes
EMP0304,30,Female,Single,Human Resources,Marketing,Brand Manager,3,105133,8761.08,9,3,24,No,3,4,3,2,14,No
EMP0305,45,Female,Married,Finance,Finance,Senior Analyst,3,109829,9152.42,1,1,58,No,5,5,3,3,15,No
EMP0306,26,Female,Married,Human Resources,Finance,Finance Manager,5,136173,11347.75,3,3,59,Yes,3,3,2,3,18,No
EMP0307,24,Non-binary,Single,Finance,Finance,Financial Analyst,2,73051,6087.58,3,0,45,No,4,5,2,2,12,No
EMP0308,40,Male,Single,Finance,Human Resources,HR Associate,1,52660,4388.33,14,7,15,No,2,4,2,3,15,Yes
EMP0309,23,Female,Married,Human Resources,Sales,Sales Director,5,165910,13825.83,1,1,54,No,4,2,4,2,13,No
EMP0310,27,Non-binary,Divorced,Finance,Marketing,Marketing Specialist,2,77471,6455.92,0,0,59,Yes,2,4,2,2,10,Yes
EMP0311,50,Male,Divorced,Life Sciences,Technology,Senior Engineer,4,115231,9602.58,19,4,10,No,2,3,1,3,15,Yes
EMP0312,51,Male,Married,Computer Science,Marketing,Marketing Coordinator,1,62935,5244.58,8,8,23,Yes,1,4,1,3,18,Yes
EMP0313,25,Female,Married,Life Sciences,Sales,Account Manager,3,128991,10749.25,4,4,21,No,2,3,1,3,16,Yes
EMP0314,26,Male,Divorced,Computer Science,Human Resources,HR Director,5,158817,13234.75,0,0,54,No,3,3,2,2,10,Yes
EMP0315,55,Female,Married,Other,Marketing,Brand Manager,3,110741,9228.42,8,8,46,No,3,2,3,2,13,No
EMP0316,33,Non-binary,Single,Other,Human Resources,HR Specialist,2,68785,5732.08,7,1,57,No,4,5,3,2,14,No
EMP0317,35,Female,Divorced,Life Sciences,Human Resources,HR Manager,4,115170,9597.5,4,4,45,No,1,4,3,3,18,No
EMP0318,33,Female,Married,Marketing,Finance,Finance Director,5,227248,18937.33,0,0,51,Yes,1,3,3,2,13,No
EMP0319,25,Non-binary,Married,Human Resources,Human Resources,HR Associate,1,58869,4905.75,2,0,19,Yes,1,5,2,2,13,Yes
EMP0320,41,Non-binary,Married,Other,Technology,Tech Lead,4,182574,15214.5,7,5,38,No,3,3,2,2,10,No
EMP0321,27,Male,Divorced,Computer Science,Finance,Senior Analyst,3,126684,10557.0,5,4,29,No,2,4,2,4,20,Yes
EMP0322,46,Non-binary,Divorced,Computer Science,Technology,Tech Lead,5,188947,15745.58,2,1,39,No,2,4,4,1,7,No
EMP0323,35,Male,Single,Life Sciences,Human Resources,HR Manager,3,123908,10325.67,10,1,27,Yes,2,1,3,2,12,No
EMP0324,39,Female,Divorced,Marketing,Marketing,Marketing Specialist,2,75203,6266.92,10,8,38,Yes,1,5,1,2,13,Yes
EMP0325,50,Non-binary,Married,Marketing,Human Resources,HR Specialist,3,89983,7498.58,17,1,58,No,3,2,4,3,14,No
EMP0326,51,Male,Single,Life Sciences,Sales,Account Manager,4,115695,9641.25,5,5,52,Yes,4,3,3,2,13,No
EMP0327,32,Male,Married,Human Resources,Marketing,Marketing Specialist,2,78293,6524.42,11,1,30,No,1,3,3,2,11,No
EMP0328,57,Female,Married,Finance,Technology,Tech Lead,4,188729,15727.42,13,6,46,No,3,3,4,2,14,No
EMP0329,29,Non-binary,Divorced,Finance,Human Resources,HR Associate,2,53772,4481.0,4,3,14,No,4,4,4,2,10,Yes
EMP0330,22,Female,Divorced,Life Sciences,Finance,Finance Manager,4,157875,13156.25,1,0,23,No,3,4,5,2,13,No
EMP0331,44,Female,Divorced,Computer Science,Marketing,Marketing Director,5,205550,17129.17,4,2,13,No,3,1,4,3,16,No
EMP0332,40,Female,Single,Finance,Marketing,Marketing Director,5,190974,15914.5,10,6,35,No,3,4,3,2,13,No
EMP0333,45,Male,Single,Marketing,Sales,Sales Executive,2,76029,6335.75,4,3,52,Yes,4,2,3,2,14,No
EMP0334,33,Male,Divorced,Finance,Marketing,Marketing Director,5,175212,14601.0,5,1,21,No,1,3,2,3,16,Yes
EMP0335,45,Female,Single,Human Resources,Finance,Finance Manager,4,151557,12629.75,2,0,56,No,5,5,4,2,10,No
EMP0336,27,Female,Married,Other,Technology,QA Analyst,2,65239,5436.58,4,0,31,No,1,3,5,2,12,Yes
EMP0337,40,Male,Single,Computer Science,Marketing,Brand Manager,4,126943,10578.58,8,0,50,No,2,1,2,3,18,Yes
EMP0338,30,Non-binary,Single,Marketing,Human Resources,HR Specialist,2,77018,6418.17,4,0,57,Yes,1,4,1,3,16,Yes
EMP0339,33,Non-binary,Single,Marketing,Technology,Senior Engineer,3,125102,10425.17,7,6,59,Yes,3,4,1,3,14,Yes
EMP0340,29,Female,Single,Finance,Finance,Finance Director,5,194750,16229.17,7,3,34,No,3,3,3,2,12,No
EMP0341,50,Male,Divorced,Marketing,Marketing,Marketing Coordinator,1,62409,5200.75,20,5,37,No,4,3,3,3,16,No
EMP0342,47,Male,Divorced,Other,Sales,Sales Executive,2,86791,7232.58,10,8,10,No,4,1,2,2,13,No
EMP0343,40,Male,Single,Computer Science,Technology,QA Analyst,1,74468,6205.67,6,4,50,Yes,5,2,3,3,18,No
EMP0344,33,Female,Divorced,Life Sciences,Human Resources,HR Manager,3,99962,8330.17,10,7,27,No,4,4,4,2,10,No
EMP0345,25,Male,Married,Marketing,Technology,Tech Lead,5,167345,13945.42,1,1,14,No,5,4,2,2,11,No
EMP0346,49,Female,Divorced,Other,Technology,Department Director,5,226884,18907.0,8,1,12,Yes,2,3,2,2,10,No
EMP0347,46,Male,Single,Other,Human Resources,HR Director,5,187659,15638.25,0,0,42,No,4,3,3,3,14,No
EMP0348,22,Male,Divorced,Finance,Technology,QA Analyst,1,66761,5563.42,1,1,35,Yes,4,4,2,2,13,No
EMP0349,40,Non-binary,Single,Life Sciences,Marketing,Marketing Coordinator,2,51258,4271.5,9,6,16,No,2,2,2,3,15,Yes
EMP0350,37,Male,Married,Computer Science,Marketing,Brand Manager,3,119445,9953.75,0,0,12,No,3,4,3,2,14,No
EMP0351,56,Female,Divorced,Human Resources,Sales,Sales Representative,1,49639,4136.58,15,0,40,No,4,3,4,1,5,No
EMP0352,28,Male,Divorced,Life Sciences,Marketing,Marketing Coordinator,2,48484,4040.33,1,1,48,No,2,4,3,3,17,Yes
EMP0353,58,Non-binary,Single,Marketing,Sales,Sales Representative,1,55993,4666.08,2,0,27,Yes,2,4,2,4,18,Yes
EMP0354,46,Female,Single,Finance,Technology,Software Engineer,1,75841,6320.08,20,4,36,No,4,3,2,2,12,No
EMP0355,48,Female,Single,Human Resources,Technology,QA Analyst,1,71380,5948.33,19,1,50,No,3,3,3,2,14,No
EMP0356,45,Non-binary,Divorced,Life Sciences,Finance,Senior Analyst,3,107695,8974.58,3,1,53,No,5,3,2,4,18,No
EMP0357,40,Female,Married,Marketing,Human Resources,HR Director,5,152838,12736.5,3,0,44,Yes,3,3,1,3,18,No
EMP0358,48,Female,Divorced,Other,Human Resources,HR Specialist,3,78686,6557.17,7,1,25,No,2,3,2,2,13,Yes
EMP0359,35,Non-binary,Married,Life Sciences,Finance,Finance Manager,4,132724,11060.33,10,5,27,Yes,2,4,1,3,17,Yes
EMP0360,36,Male,Divorced,Life Sciences,Marketing,Marketing Specialist,2,83112,6926.0,7,1,36,No,2,5,2,3,16,Yes
EMP0361,37,Female,Married,Finance,Marketing,Marketing Specialist,3,84391,7032.58,4,4,10,No,1,5,4,2,13,No
EMP0362,52,Non-binary,Single,Finance,Finance,Senior Analyst,3,95814,7984.5,13,3,18,No,2,5,1,3,15,No
EMP0363,58,Non-binary,Divorced,Computer Science,Finance,Finance Director,5,225582,18798.5,4,3,21,No,3,3,4,3,14,No
EMP0364,43,Non-binary,Single,Marketing,Finance,Finance Manager,4,160140,13345.0,17,3,60,No,4,3,5,2,12,No
EMP0365,29,Male,Married,Finance,Marketing,Marketing Coordinator,1,50743,4228.58,8,1,45,No,2,5,3,2,13,No
EMP0366,35,Non-binary,Single,Marketing,Human Resources,HR Manager,3,122717,10226.42,4,0,14,No,3,3,4,2,14,No
EMP0367,56,Male,Married,Human Resources,Human Resources,HR Associate,1,63003,5250.25,2,0,35,No,3,5,2,2,11,No
EMP0368,35,Non-binary,Divorced,Computer Science,Human Resources,HR Director,5,194721,16226.75,8,2,40,No,3,4,3,2,11,No
EMP0369,55,Non-binary,Married,Finance,Marketing,Brand Manager,3,111384,9282.0,15,8,45,No,3,2,4,2,12,No
EMP0370,45,Male,Single,Life Sciences,Human Resources,HR Manager,3,105902,8825.17,19,2,55,No,2,2,2,4,20,Yes
EMP0371,42,Non-binary,Single,Finance,Human Resources,HR Manager,3,131863,10988.58,1,1,32,Yes,3,5,3,1,8,No
EMP0372,51,Male,Single,Computer Science,Marketing,Brand Manager,3,109369,9114.08,15,4,58,No,2,2,2,4,25,Yes
EMP0373,52,Female,Single,Other,Marketing,Marketing Coordinator,1,58160,4846.67,19,3,38,No,2,4,2,2,12,Yes
EMP0374,50,Non-binary,Divorced,Computer Science,Marketing,Marketing Director,5,162743,13561.92,15,5,48,No,5,5,3,2,13,No
EMP0375,45,Female,Married,Marketing,Human Resources,HR Manager,4,131767,10980.58,2,0,56,No,4,3,3,2,13,No
EMP0376,48,Female,Divorced,Human Resources,Technology,Senior Engineer,3,146104,12175.33,16,5,14,No,2,3,1,3,16,Yes
EMP0377,58,Female,Single,Life Sciences,Finance,Finance Manager,4,122767,10230.58,9,4,41,No,2,1,1,2,13,Yes
EMP0378,40,Male,Single,Finance,Sales,Sales Representative,1,54083,4506.92,15,1,48,No,3,4,4,3,17,No
EMP0379,29,Male,Divorced,Other,Marketing,Marketing Coordinator,2,50336,4194.67,0,0,19,Yes,2,2,2,2,12,Yes
EMP0380,26,Non-binary,Single,Other,Sales,Sales Representative,1,50476,4206.33,4,2,30,No,4,3,4,3,14,No
EMP0381,44,Female,Single,Life Sciences,Marketing,Brand Manager,3,121778,10148.17,13,5,20,Yes,1,3,1,3,18,Yes
EMP0382,29,Male,Married,Computer Science,Technology,Senior Engineer,4,146425,12202.08,5,2,54,Yes,3,4,2,2,12,Yes
EMP0383,36,Female,Divorced,Life Sciences,Sales,Account Manager,3,98533,8211.08,2,1,54,No,2,1,3,2,11,Yes
EMP0384,54,Non-binary,Single,Finance,Technology,Tech Lead,4,169768,14147.33,0,0,58,Yes,2,4,3,3,14,Yes
EMP0385,39,Non-binary,Married,Marketing,Sales,Sales Executive,2,79478,6623.17,3,0,43,Yes,1,3,4,4,19,No
EMP0386,54,Non-binary,Married,Marketing,Marketing,Marketing Specialist,2,68516,5709.67,5,2,34,No,2,3,2,2,13,Yes
EMP0387,45,Non-binary,Married,Human Resources,Technology,Software Engineer,1,77583,6465.25,12,4,39,No,3,5,3,2,12,No
EMP0388,49,Female,Single,Finance,Human Resources,HR Specialist,2,90090,7507.5,15,1,35,No,4,2,2,2,14,No
EMP0389,32,Female,Married,Life Sciences,Human Resources,HR Specialist,2,81247,6770.58,1,0,37,No,3,4,3,2,13,No
EMP0390,47,Male,Divorced,Marketing,Sales,Sales Director,5,167080,13923.33,3,2,41,No,4,2,2,2,10,No
EMP0391,23,Female,Married,Human Resources,Human Resources,HR Specialist,2,88422,7368.5,0,0,58,Yes,4,4,4,3,17,No
EMP0392,56,Male,Divorced,Human Resources,Technology,Software Engineer,2,77807,6483.92,12,7,30,No,3,1,2,3,16,No
EMP0393,32,Male,Married,Life Sciences,Human Resources,HR Director,5,181945,15162.08,1,1,52,No,3,3,3,2,10,No
EMP0394,53,Non-binary,Married,Human Resources,Human Resources,HR Manager,3,96844,8070.33,18,0,18,No,3,4,1,3,16,No
EMP0395,49,Male,Married,Finance,Human Resources,HR Associate,1,56113,4676.08,7,4,47,Yes,4,4,2,2,10,Yes
EMP0396,58,Non-binary,Married,Marketing,Technology,Department Director,5,218534,18211.17,0,0,30,Yes,3,4,4,3,16,No
EMP0397,43,Female,Divorced,Marketing,Human Resources,HR Director,5,163222,13601.83,15,1,44,Yes,2,3,2,3,14,No
EMP0398,28,Non-binary,Married,Marketing,Technology,QA Analyst,2,70573,5881.08,6,1,32,No,4,3,4,2,14,No
EMP0399,48,Male,Married,Human Resources,Marketing,Marketing Director,5,194011,16167.58,17,2,11,No,3,2,3,3,17,No
EMP0400,56,Non-binary,Married,Human Resources,Technology,QA Analyst,1,70154,5846.17,4,1,19,No,4,4,3,3,14,No
EMP0401,48,Male,Married,Other,Sales,Account Manager,3,105475,8789.58,12,3,17,Yes,1,4,2,4,24,Yes
EMP0402,32,Male,Single,Computer Science,Human Resources,HR Manager,3,106533,8877.75,10,0,56,No,1,4,2,3,14,No
EMP0403,48,Male,Divorced,Other,Technology,Department Director,5,235037,19586.42,4,1,17,No,3,2,4,2,14,No
EMP0404,27,Female,Divorced,Computer Science,Human Resources,HR Manager,4,120555,10046.25,6,5,57,Yes,2,2,1,2,12,No
EMP0405,25,Male,Divorced,Marketing,Technology,Tech Lead,4,181120,15093.33,1,1,60,No,3,4,4,1,9,Yes
EMP0406,25,Non-binary,Divorced,Life Sciences,Human Resources,HR Director,5,170268,14189.0,2,2,17,No,2,3,1,4,22,Yes
EMP0407,37,Male,Single,Life Sciences,Finance,Finance Manager,5,162233,13519.42,13,0,27,No,4,5,3,2,12,No
EMP0408,28,Female,Divorced,Marketing,Marketing,Marketing Coordinator,1,64730,5394.17,5,3,54,Yes,1,4,2,2,13,Yes
EMP0409,58,Female,Single,Life Sciences,Sales,Sales Executive,3,101890,8490.83,10,7,40,No,2,2,2,2,12,Yes
EMP0410,33,Male,Married,Human Resources,Sales,Sales Representative,2,63301,5275.08,10,3,15,No,2,4,2,2,13,No
EMP0411,31,Female,Married,Life Sciences,Marketing,Marketing Coordinator,1,62230,5185.83,6,6,39,No,2,3,2,4,22,Yes
EMP0412,30,Male,Single,Human Resources,Sales,Account Manager,4,102410,8534.17,6,1,36,No,1,5,2,2,11,Yes
EMP0413,51,Female,Single,Finance,Sales,Account Manager,4,116054,9671.17,6,5,34,No,4,3,2,2,12,No
EMP0414,52,Male,Divorced,Other,Marketing,Marketing Coordinator,1,61532,5127.67,19,6,29,No,4,2,4,1,6,No
EMP0415,54,Male,Married,Finance,Sales,Sales Representative,1,62380,5198.33,13,2,26,Yes,1,2,3,3,17,Yes
EMP0416,38,Non-binary,Married,Finance,Sales,Account Manager,4,122196,10183.0,4,4,52,No,3,2,1,2,13,No
EMP0417,51,Male,Single,Finance,Technology,Department Director,5,203364,16947.0,17,7,39,No,2,4,2,2,12,Yes
EMP0418,54,Male,Divorced,Other,Marketing,Marketing Specialist,2,65135,5427.92,16,2,36,No,2,3,2,2,12,No
EMP0419,29,Male,Married,Human Resources,Technology,Tech Lead,4,155312,12942.67,7,7,39,No,3,4,3,1,9,No
EMP0420,42,Non-binary,Divorced,Human Resources,Sales,Sales Executive,3,93543,7795.25,10,0,57,Yes,5,3,3,4,24,Yes
EMP0421,32,Male,Married,Marketing,Sales,Sales Representative,1,59167,4930.58,11,4,53,No,3,2,3,2,13,No
EMP0422,52,Male,Divorced,Human Resources,Finance,Financial Analyst,2,91574,7631.17,11,2,37,No,1,3,5,3,15,No
EMP0423,55,Non-binary,Divorced,Human Resources,Technology,Tech Lead,4,155189,12932.42,15,4,19,No,2,3,2,2,14,Yes
EMP0424,24,Non-binary,Single,Human Resources,Finance,Finance Director,5,181192,15099.33,3,2,32,No,1,3,2,3,15,No
EMP0425,47,Female,Single,Finance,Human Resources,HR Manager,3,124818,10401.5,14,4,31,No,2,2,2,3,18,Yes
EMP0426,49,Non-binary,Single,Computer Science,Finance,Financial Analyst,1,86489,7207.42,15,7,54,No,4,4,4,2,14,No
EMP0427,47,Male,Single,Life Sciences,Sales,Sales Representative,1,45520,3793.33,6,6,11,Yes,3,4,2,3,15,Yes
EMP0428,31,Male,Married,Computer Science,Technology,Senior Engineer,4,144180,12015.0,7,7,11,No,3,3,3,3,14,No
EMP0429,28,Non-binary,Divorced,Finance,Finance,Finance Director,5,223305,18608.75,4,0,41,No,3,4,5,4,25,No
