EmployeeID,Department,Role,Age,TenureYears,AnnualSalary,OverTime,MonthsSincePromotion,SatisfactionScore,WorkLifeBalance,PerformanceRating,Status
EMP00288,Engineering,Senior Engineer,56,8.0,1578000.0,No,43,3.3,3.2,3.6,Active
EMP00289,Operations,Ops Manager,29,4.8,810000.0,No,47,3.2,3.1,3.6,Active
EMP00290,Sales,Sales Manager,37,2.9,739000.0,No,57,3.4,3.8,4.3,Active
EMP00291,HR,HR Manager,28,1.0,568000.0,No,1,3.9,3.3,4.6,Active
EMP00292,Sales,Account Manager,49,3.4,807000.0,No,36,3.5,3.8,3.0,Active
EMP00293,Customer Support,Support Manager,43,6.8,729000.0,No,3,3.1,2.2,3.7,Active
EMP00294,Sales,Account Manager,31,8.3,992000.0,No,35,3.8,3.3,3.3,Active
EMP00295,Customer Support,Support Manager,39,2.3,548000.0,No,24,4.1,2.1,2.8,Active
EMP00296,Customer Support,Support Lead,41,13.6,820000.0,No,19,2.9,3.6,3.4,Resigned
EMP00297,Customer Support,Support Associate,32,6.4,705000.0,No,54,3.3,1.6,3.7,Active
EMP00298,HR,Recruiter,40,1.4,655000.0,Yes,43,4.4,3.0,3.4,Resigned
EMP00299,HR,HR Generalist,37,1.1,509000.0,Yes,35,2.4,1.4,2.6,Active
EMP00300,Finance,Financial Analyst,36,2.7,938000.0,No,53,5.0,3.0,2.9,Active
EMP00301,HR,HR Manager,34,2.2,625000.0,Yes,6,2.2,3.5,2.9,Active
EMP00302,Sales,Sales Manager,39,4.3,713000.0,No,39,3.1,3.5,2.6,Active
EMP00303,Operations,Ops Analyst,37,3.1,750000.0,Yes,10,2.5,1.2,3.4,Active
EMP00304,Operations,Process Lead,35,2.4,731000.0,No,14,5.0,2.7,3.5,Active
EMP00305,Customer Support,Support Associate,29,0.7,504000.0,Yes,12,2.9,1.3,3.9,Resigned
EMP00306,Operations,Ops Analyst,49,4.9,845000.0,No,33,2.9,1.8,2.6,Active
EMP00307,Engineering,Engineering Manager,25,0.6,925000.0,No,38,3.1,3.4,2.8,Active
EMP00308,Finance,Financial Analyst,39,6.4,945000.0,Yes,46,3.5,3.2,4.3,Active
EMP00309,Engineering,Engineering Manager,31,0.4,929000.0,Yes,27,3.1,3.1,3.1,Active
EMP00310,Sales,Sales Manager,48,0.6,655000.0,No,57,3.3,3.8,3.2,Active
EMP00311,Operations,Ops Analyst,27,1.4,689000.0,No,23,1.0,3.3,3.1,Active
EMP00312,Engineering,Software Engineer,28,2.1,1181000.0,No,10,3.5,3.1,4.0,Active
EMP00313,Engineering,Engineering Manager,26,1.7,1116000.0,No,3,3.4,2.3,4.0,Active
EMP00314,Engineering,Senior Engineer,37,2.1,965000.0,No,8,4.3,2.9,4.0,Active
EMP00315,Engineering,Senior Engineer,24,3.7,1114000.0,Yes,27,4.6,1.5,3.2,Active
EMP00316,Engineering,Senior Engineer,30,1.4,924000.0,No,25,3.2,2.5,2.6,Active
EMP00317,Engineering,Senior Engineer,21,3.7,1226000.0,No,52,4.1,3.4,4.5,Active
EMP00318,Finance,Finance Manager,36,0.2,702000.0,Yes,8,2.4,2.6,3.8,Active
EMP00319,Engineering,Senior Engineer,30,1.4,1038000.0,No,16,4.1,5.0,2.9,Active
EMP00320,Customer Support,Support Associate,22,0.5,538000.0,No,59,2.9,2.1,4.2,Active
EMP00321,Customer Support,Support Lead,45,6.4,698000.0,Yes,2,2.3,2.6,2.8,Active
EMP00322,Operations,Process Lead,24,1.6,618000.0,Yes,26,3.2,1.4,4.2,Active
EMP00323,Engineering,Software Engineer,42,4.7,1157000.0,Yes,12,4.7,2.4,4.2,Active
EMP00324,Operations,Ops Manager,28,0.4,643000.0,Yes,33,3.6,2.4,2.6,Active
EMP00325,Customer Support,Support Manager,50,8.2,727000.0,Yes,59,4.7,3.5,3.6,Resigned
EMP00326,Finance,Accountant,41,3.2,786000.0,No,14,2.7,2.9,3.7,Active
EMP00327,HR,HR Generalist,27,3.0,722000.0,Yes,23,4.3,2.5,5.0,Active
EMP00328,Operations,Ops Analyst,26,0.7,628000.0,No,27,2.8,2.9,2.7,Active
EMP00329,Finance,Accountant,39,1.2,798000.0,No,48,3.6,2.0,4.2,Active
EMP00330,Engineering,Senior Engineer,32,2.5,994000.0,No,60,3.6,2.7,3.2,Resigned
EMP00331,Finance,Finance Manager,33,1.2,774000.0,No,6,4.0,3.0,2.3,Active
EMP00332,Sales,Account Manager,46,6.0,840000.0,Yes,30,3.6,2.8,3.1,Active
EMP00333,Finance,Finance Manager,29,3.2,833000.0,Yes,46,2.7,3.2,3.2,Active
EMP00334,Customer Support,Support Associate,35,1.3,528000.0,Yes,1,4.2,2.5,2.5,Active
EMP00335,Sales,Account Manager,43,5.3,847000.0,No,49,5.0,3.1,3.4,Active
EMP00336,Finance,Financial Analyst,41,2.2,948000.0,No,15,2.9,1.8,3.9,Active
EMP00337,Sales,Account Manager,34,5.2,966000.0,No,32,1.7,3.8,3.4,Active
EMP00338,Finance,Financial Analyst,32,1.9,765000.0,No,59,3.8,2.7,2.8,Active
EMP00339,Sales,Account Manager,21,4.4,723000.0,No,39,3.1,4.0,3.1,Active
EMP00340,Customer Support,Support Lead,26,2.1,587000.0,Yes,60,3.3,3.9,3.2,Active
EMP00341,Sales,Sales Executive,38,6.0,1015000.0,No,37,3.9,3.1,3.4,Active
EMP00342,Customer Support,Support Associate,33,0.4,545000.0,Yes,13,3.0,1.8,4.0,Active
EMP00343,HR,Recruiter,34,0.9,497000.0,No,42,3.2,3.3,3.4,Active
EMP00344,Operations,Process Lead,43,2.7,645000.0,No,37,3.3,3.6,2.2,Active
EMP00345,HR,HR Generalist,25,1.6,520000.0,Yes,19,4.7,2.4,2.8,Active
EMP00346,HR,Recruiter,32,2.1,679000.0,No,5,3.4,2.8,3.3,Active
EMP00347,Customer Support,Support Associate,37,4.8,633000.0,No,39,2.3,3.8,4.0,Active
EMP00348,Engineering,Engineering Manager,29,2.1,1074000.0,Yes,35,2.3,3.1,4.1,Active
EMP00349,Operations,Ops Manager,46,3.8,749000.0,No,47,3.5,3.0,4.4,Active
EMP00350,Sales,Sales Manager,41,1.3,649000.0,No,8,2.4,1.8,3.3,Active
EMP00351,Finance,Financial Analyst,36,0.3,787000.0,Yes,33,2.0,3.1,3.7,Active
EMP00352,Sales,Sales Executive,50,5.1,729000.0,Yes,50,4.0,2.0,2.2,Resigned
EMP00353,Operations,Ops Manager,25,9.5,983000.0,Yes,54,4.0,2.9,3.5,Active
EMP00354,Operations,Ops Manager,35,3.5,777000.0,Yes,57,3.1,2.8,2.4,Active
EMP00355,Operations,Process Lead,38,2.8,737000.0,No,13,3.7,1.6,3.2,Active
EMP00356,Operations,Process Lead,28,3.3,683000.0,No,11,3.6,3.4,5.0,Active
EMP00357,HR,HR Manager,39,7.5,876000.0,No,35,3.9,3.8,3.4,Active
EMP00358,HR,Recruiter,26,3.6,712000.0,No,28,3.9,3.9,2.6,Active
EMP00359,Operations,Ops Manager,41,5.3,703000.0,No,15,1.1,3.4,3.5,Active
EMP00360,Operations,Ops Manager,44,5.2,715000.0,No,7,3.2,1.5,2.8,Resigned
EMP00361,Customer Support,Support Associate,38,6.3,689000.0,No,9,3.9,4.4,2.5,Active
EMP00362,Sales,Account Manager,21,2.7,708000.0,Yes,21,3.0,3.1,4.7,Active
EMP00363,Sales,Account Manager,27,1.9,641000.0,Yes,45,3.4,1.6,3.9,Active
EMP00364,Sales,Sales Executive,40,4.5,740000.0,No,4,4.1,2.6,3.4,Active
EMP00365,Finance,Financial Analyst,36,6.0,918000.0,No,7,3.5,3.5,2.9,Active
EMP00366,Engineering,Senior Engineer,21,6.8,1329000.0,No,16,4.8,3.9,3.0,Active
EMP00367,HR,Recruiter,47,8.1,844000.0,Yes,53,4.4,2.3,4.3,Active
EMP00368,Finance,Finance Manager,37,5.6,905000.0,No,60,3.3,4.0,3.4,Active
EMP00369,Engineering,Senior Engineer,28,1.8,1120000.0,Yes,27,3.2,1.1,1.0,Resigned
EMP00370,Customer Support,Support Manager,43,3.5,543000.0,No,3,1.0,2.4,4.9,Active
EMP00371,HR,Recruiter,29,3.3,622000.0,No,1,3.1,1.4,3.3,Active
EMP00372,Engineering,Software Engineer,29,3.0,1028000.0,No,52,2.2,2.5,3.4,Active
EMP00373,Engineering,Software Engineer,38,4.5,1310000.0,No,27,3.6,4.7,4.0,Resigned
EMP00374,Engineering,Engineering Manager,49,2.5,1243000.0,Yes,5,3.5,4.6,3.5,Active
EMP00375,Sales,Account Manager,47,2.5,746000.0,No,51,4.0,3.5,3.7,Active
EMP00376,Sales,Sales Executive,40,9.9,894000.0,No,32,4.7,2.7,2.9,Active
EMP00377,Customer Support,Support Lead,38,2.8,520000.0,No,21,3.4,3.1,2.3,Active
EMP00378,Operations,Process Lead,42,6.3,742000.0,Yes,28,5.0,3.1,3.4,Active
EMP00379,Engineering,Senior Engineer,26,6.5,1456000.0,Yes,14,3.6,1.3,4.2,Resigned
EMP00380,Finance,Financial Analyst,40,3.6,798000.0,No,56,2.2,2.8,2.7,Active
EMP00381,Operations,Ops Analyst,29,2.6,791000.0,No,48,2.9,4.6,2.7,Active
EMP00382,Customer Support,Support Manager,37,1.4,534000.0,No,12,3.1,2.4,4.1,Resigned
EMP00383,HR,HR Manager,32,0.6,573000.0,No,45,3.9,2.6,2.9,Resigned
EMP00384,Operations,Process Lead,39,4.7,849000.0,No,11,2.5,3.3,2.9,Active
EMP00385,Engineering,Engineering Manager,36,4.1,1016000.0,No,28,3.1,3.6,2.9,Active
EMP00386,Customer Support,Support Associate,21,5.2,682000.0,Yes,45,3.3,2.1,3.2,Active
EMP00387,Finance,Financial Analyst,36,2.0,743000.0,No,3,3.0,3.4,2.1,Resigned
EMP00388,Customer Support,Support Associate,43,10.6,847000.0,No,44,4.1,3.8,2.8,Active
EMP00389,Sales,Sales Executive,39,4.3,825000.0,Yes,14,4.0,4.5,3.4,Active
EMP00390,Customer Support,Support Manager,34,2.8,487000.0,Yes,42,4.4,2.6,3.4,Active
EMP00391,Finance,Finance Manager,47,0.3,840000.0,No,30,3.1,3.3,4.0,Active
EMP00392,Sales,Sales Executive,37,2.2,631000.0,Yes,2,4.5,4.1,4.5,Active
EMP00393,Operations,Process Lead,39,5.4,708000.0,No,46,2.2,2.8,4.3,Active
EMP00394,Finance,Accountant,45,8.0,1209000.0,Yes,16,2.2,1.5,3.8,Active
EMP00395,Sales,Sales Executive,38,3.1,763000.0,Yes,58,2.3,2.9,3.1,Resigned
EMP00396,Operations,Process Lead,30,8.9,1026000.0,Yes,51,3.4,3.7,2.8,Active
EMP00397,HR,HR Manager,21,1.3,617000.0,No,12,4.5,3.6,3.2,Active
EMP00398,Engineering,Senior Engineer,31,4.1,1228000.0,No,37,2.9,3.2,3.6,Active
EMP00399,Operations,Process Lead,41,4.2,704000.0,No,22,3.0,2.0,3.8,Active
EMP00400,Operations,Ops Manager,33,4.7,685000.0,Yes,37,3.2,2.6,3.6,Active
EMP00401,Engineering,Engineering Manager,41,3.4,1302000.0,No,34,3.9,4.4,3.1,Active
EMP00402,Customer Support,Support Lead,36,4.0,525000.0,No,18,3.0,2.2,3.8,Active
EMP00403,HR,HR Manager,44,1.3,598000.0,No,40,2.9,3.1,4.1,Active
EMP00404,Sales,Sales Executive,34,7.5,878000.0,No,16,2.2,3.0,3.8,Active
EMP00405,Customer Support,Support Associate,40,5.9,604000.0,No,55,2.9,2.7,3.2,Active
EMP00406,Customer Support,Support Manager,39,3.9,609000.0,No,57,4.5,3.5,2.6,Resigned
EMP00407,Engineering,Software Engineer,48,6.0,1407000.0,No,10,3.5,3.7,2.6,Active
EMP00408,HR,HR Generalist,23,7.6,867000.0,No,44,2.7,3.7,2.7,Resigned
EMP00409,Sales,Sales Manager,32,4.7,925000.0,Yes,56,4.5,1.8,3.4,Active
EMP00410,Customer Support,Support Associate,45,11.3,720000.0,No,8,2.9,1.8,3.6,Active
EMP00411,Finance,Accountant,48,5.0,965000.0,No,45,4.7,3.5,2.2,Active
EMP00412,Finance,Financial Analyst,36,1.5,697000.0,Yes,57,4.7,2.2,2.8,Active
EMP00413,Sales,Sales Executive,33,3.7,853000.0,No,14,3.5,5.0,3.4,Active
EMP00414,Customer Support,Support Manager,42,6.1,617000.0,No,35,2.1,5.0,2.6,Active
EMP00415,Sales,Sales Executive,43,7.6,964000.0,Yes,48,5.0,4.5,3.5,Active
EMP00416,Engineering,Software Engineer,32,3.5,1035000.0,No,21,3.7,2.5,3.0,Active
EMP00417,Sales,Sales Manager,37,1.4,772000.0,Yes,15,3.1,3.2,2.7,Resigned
EMP00418,HR,HR Manager,44,2.6,696000.0,No,24,4.3,4.1,3.2,Active
EMP00419,Sales,Sales Executive,49,0.8,758000.0,No,21,4.0,4.0,3.5,Active
EMP00420,Customer Support,Support Manager,42,5.4,549000.0,Yes,44,4.6,2.4,2.6,Active
EMP00421,Finance,Accountant,35,2.2,974000.0,No,23,2.8,4.5,3.0,Active
EMP00422,Sales,Sales Manager,34,1.7,662000.0,No,23,3.7,3.3,3.5,Resigned
EMP00423,Sales,Sales Executive,40,5.7,822000.0,Yes,57,2.3,2.8,2.7,Active
EMP00424,Sales,Sales Manager,36,8.7,915000.0,No,35,4.0,1.9,2.0,Active
EMP00425,Finance,Accountant,36,1.7,769000.0,Yes,56,3.4,3.3,2.1,Active
EMP00426,HR,HR Manager,26,3.5,676000.0,No,43,3.7,3.1,2.9,Active
EMP00427,Engineering,Senior Engineer,45,2.7,1018000.0,Yes,54,3.3,3.1,2.3,Active
EMP00428,Customer Support,Support Manager,28,7.9,685000.0,Yes,12,3.2,2.9,3.0,Active
EMP00429,Sales,Account Manager,31,2.9,799000.0,No,57,2.6,3.5,4.4,Active
EMP00430,HR,HR Generalist,35,1.2,649000.0,Yes,57,4.1,2.7,2.2,Resigned
EMP00431,Customer Support,Support Manager,51,3.0,599000.0,No,3,4.7,4.0,3.0,Active
EMP00432,HR,HR Manager,33,6.8,796000.0,No,22,2.9,3.1,4.7,Active
EMP00433,Finance,Financial Analyst,29,2.5,771000.0,No,25,3.9,2.0,3.5,Active
EMP00434,HR,Recruiter,30,1.8,667000.0,Yes,26,3.8,3.2,2.9,Active
EMP00435,Sales,Account Manager,48,2.8,654000.0,No,47,3.4,2.6,3.1,Active
EMP00436,Sales,Account Manager,21,1.3,651000.0,No,42,2.0,2.1,3.5,Active
EMP00437,Sales,Sales Manager,27,2.7,655000.0,No,13,2.2,2.4,4.4,Active
EMP00438,Operations,Process Lead,56,2.0,706000.0,No,37,2.7,3.6,2.8,Active
EMP00439,HR,HR Generalist,43,12.7,845000.0,No,59,1.5,3.2,2.7,Active
EMP00440,Finance,Finance Manager,25,0.4,803000.0,No,27,4.7,1.4,2.2,Active
EMP00441,Customer Support,Support Lead,34,1.5,499000.0,No,56,3.7,3.0,3.3,Resigned
EMP00442,Sales,Sales Manager,35,1.8,711000.0,No,39,3.4,4.4,2.2,Resigned
EMP00443,Finance,Finance Manager,41,1.3,798000.0,No,56,1.4,2.9,2.9,Active
EMP00444,Sales,Account Manager,50,4.2,703000.0,No,55,1.8,3.2,2.6,Active
EMP00445,Engineering,Senior Engineer,37,1.6,1019000.0,No,2,3.4,4.2,4.0,Active
EMP00446,Finance,Accountant,30,0.8,819000.0,No,49,5.0,4.0,2.8,Active
EMP00447,Customer Support,Support Manager,41,3.3,583000.0,No,12,2.8,4.2,3.5,Active
EMP00448,Finance,Accountant,29,2.4,749000.0,No,50,4.2,1.0,2.1,Active
EMP00449,Sales,Sales Executive,26,1.7,752000.0,Yes,49,3.0,4.3,3.3,Active
EMP00450,Finance,Accountant,23,7.7,1034000.0,Yes,16,3.4,3.3,2.4,Active
EMP00451,Sales,Sales Executive,23,4.3,699000.0,No,4,4.5,5.0,2.9,Active
EMP00452,Customer Support,Support Lead,28,3.9,531000.0,No,26,3.1,2.6,4.7,Active
EMP00453,Finance,Financial Analyst,26,4.3,943000.0,No,19,2.8,1.7,3.9,Active
EMP00454,Sales,Sales Executive,38,4.2,768000.0,No,34,4.7,3.3,3.1,Active
EMP00455,Sales,Sales Manager,25,2.5,791000.0,No,5,3.4,3.1,5.0,Active
EMP00456,Sales,Sales Executive,21,1.7,661000.0,No,3,4.4,3.9,2.6,Active
EMP00457,Customer Support,Support Lead,26,3.3,622000.0,No,27,2.8,4.3,4.0,Active
EMP00458,Operations,Process Lead,31,2.5,646000.0,Yes,47,4.7,2.6,2.1,Resigned
EMP00459,HR,HR Manager,29,0.4,584000.0,No,19,3.6,3.1,3.0,Active
EMP00460,Finance,Accountant,46,1.2,876000.0,Yes,20,3.8,3.2,2.3,Active
EMP00461,Operations,Ops Analyst,29,2.2,656000.0,No,10,3.5,3.1,3.4,Active
EMP00462,Sales,Sales Manager,43,5.8,757000.0,No,17,2.9,3.0,3.2,Active
EMP00463,Customer Support,Support Manager,35,3.4,584000.0,No,18,3.4,4.2,3.0,Active
EMP00464,Engineering,Senior Engineer,34,1.4,1183000.0,No,16,3.0,4.4,4.0,Active
EMP00465,Operations,Ops Analyst,27,1.1,730000.0,No,21,4.3,4.3,2.8,Active
EMP00466,Finance,Financial Analyst,36,6.7,963000.0,Yes,18,3.2,2.5,3.4,Active
EMP00467,Finance,Financial Analyst,28,2.6,934000.0,Yes,41,2.1,1.0,3.8,Active
EMP00468,Customer Support,Support Associate,35,0.1,460000.0,No,21,1.9,3.2,2.2,Active
EMP00469,Sales,Sales Manager,33,2.7,678000.0,No,46,1.8,2.6,2.7,Active
EMP00470,Operations,Ops Analyst,28,5.0,819000.0,No,37,4.0,3.2,3.2,Active
EMP00471,Engineering,Software Engineer,42,1.1,1013000.0,Yes,39,2.4,2.1,3.6,Resigned
EMP00472,Operations,Process Lead,38,3.2,724000.0,No,36,3.7,3.3,4.2,Active
EMP00473,Sales,Sales Manager,31,3.4,859000.0,No,56,3.5,2.4,3.0,Active
EMP00474,Sales,Sales Executive,35,1.1,659000.0,No,16,3.3,2.1,3.0,Active
EMP00475,Engineering,Senior Engineer,36,7.1,1423000.0,Yes,59,3.8,3.8,2.6,Active
EMP00476,Engineering,Senior Engineer,28,3.4,1098000.0,No,13,3.5,2.4,3.4,Active
EMP00477,Operations,Ops Manager,35,2.2,586000.0,Yes,9,1.0,2.7,3.0,Resigned
EMP00478,Finance,Finance Manager,30,2.6,835000.0,No,50,3.1,4.2,3.0,Active
EMP00479,Finance,Finance Manager,26,0.9,897000.0,Yes,54,3.8,3.5,3.1,Active
EMP00480,Engineering,Engineering Manager,21,0.9,996000.0,No,6,4.9,4.0,3.6,Active
EMP00481,Engineering,Software Engineer,31,2.0,939000.0,No,36,4.9,3.6,2.8,Resigned
EMP00482,Sales,Sales Executive,39,2.2,777000.0,Yes,31,2.2,3.4,2.7,Active
EMP00483,Operations,Ops Manager,29,2.5,786000.0,No,14,3.1,4.5,3.5,Active
EMP00484,Engineering,Software Engineer,57,7.5,1546000.0,No,32,2.0,3.7,1.1,Active
EMP00485,Sales,Account Manager,43,4.8,855000.0,No,42,4.8,1.6,2.8,Active
EMP00486,Engineering,Software Engineer,44,0.5,942000.0,No,35,4.3,2.8,2.4,Active
EMP00487,Operations,Process Lead,43,6.6,858000.0,Yes,32,3.7,3.3,4.0,Active
EMP00488,Engineering,Software Engineer,49,2.0,1165000.0,No,54,3.5,2.7,2.9,Resigned
EMP00489,Operations,Ops Analyst,29,5.1,869000.0,No,14,4.6,4.8,2.8,Active
EMP00490,Operations,Ops Analyst,21,2.2,744000.0,No,38,4.5,3.2,3.2,Active
EMP00491,Finance,Financial Analyst,31,3.3,886000.0,No,19,4.4,3.4,2.8,Active
EMP00492,Finance,Accountant,38,1.0,704000.0,No,59,3.8,4.3,2.9,Active
EMP00493,Finance,Accountant,36,3.8,940000.0,Yes,16,3.1,2.5,3.3,Resigned
EMP00494,Engineering,Engineering Manager,38,5.5,1133000.0,No,53,4.1,3.5,2.9,Active
EMP00495,HR,HR Generalist,44,0.6,495000.0,No,38,4.1,4.1,2.9,Active
EMP00496,Operations,Ops Manager,39,5.6,801000.0,No,13,3.2,2.0,2.5,Active
EMP00497,Operations,Ops Manager,41,1.7,692000.0,No,46,3.1,3.0,2.4,Active
EMP00498,Finance,Accountant,30,9.2,1288000.0,Yes,15,4.4,3.4,3.2,Active
EMP00499,Engineering,Engineering Manager,27,5.2,1352000.0,Yes,16,4.9,2.8,3.4,Active
EMP00500,Operations,Ops Analyst,48,4.5,844000.0,No,21,2.7,4.6,2.2,Active
EMP00501,Finance,Accountant,35,2.6,935000.0,No,41,3.2,1.9,3.7,Active
EMP00502,Customer Support,Support Manager,34,14.2,815000.0,No,24,3.7,1.8,3.7,Active
EMP00503,Customer Support,Support Manager,29,2.0,459000.0,No,35,3.8,4.0,3.9,Active
EMP00504,Operations,Ops Manager,29,1.2,668000.0,No,34,2.9,4.1,3.4,Active
EMP00505,Operations,Ops Manager,29,1.7,586000.0,No,12,5.0,3.1,3.6,Active
EMP00506,HR,HR Manager,26,6.2,655000.0,Yes,14,3.8,3.1,4.7,Active
EMP00507,Engineering,Senior Engineer,23,3.2,1016000.0,No,19,3.9,4.0,3.0,Active
EMP00508,HR,HR Manager,33,2.9,708000.0,No,14,5.0,2.6,2.5,Active
EMP00509,Operations,Ops Analyst,30,2.1,725000.0,Yes,56,3.0,2.1,2.1,Active
EMP00510,Sales,Account Manager,43,2.8,861000.0,Yes,23,3.3,2.9,4.4,Active
EMP00511,Sales,Sales Executive,37,2.0,833000.0,Yes,25,2.3,3.5,4.4,Active
EMP00512,Customer Support,Support Associate,38,4.9,694000.0,Yes,41,3.2,1.7,2.6,Active
EMP00513,Sales,Account Manager,29,2.4,662000.0,No,48,2.1,3.1,2.7,Active
EMP00514,Engineering,Software Engineer,33,1.7,1166000.0,Yes,42,4.1,2.5,3.0,Active
EMP00515,Engineering,Senior Engineer,39,5.9,1417000.0,No,34,3.8,3.7,4.1,Active
EMP00516,Sales,Account Manager,40,1.2,774000.0,Yes,59,3.2,2.7,2.3,Active
EMP00517,Engineering,Senior Engineer,34,3.3,1019000.0,Yes,54,3.3,2.2,1.8,Active
EMP00518,HR,HR Manager,42,0.4,498000.0,Yes,13,4.1,3.8,4.7,Active
EMP00519,Sales,Sales Manager,34,0.8,768000.0,Yes,10,2.4,2.2,3.4,Active
EMP00520,HR,Recruiter,41,2.2,562000.0,No,24,3.6,3.0,3.5,Active
EMP00521,Customer Support,Support Associate,30,1.9,514000.0,Yes,51,4.0,1.3,3.1,Resigned
EMP00522,Engineering,Engineering Manager,21,1.9,1044000.0,Yes,58,1.8,2.1,3.5,Active
EMP00523,Sales,Sales Executive,38,5.2,757000.0,Yes,43,4.0,3.2,2.1,Active
EMP00524,Finance,Accountant,41,5.4,850000.0,No,42,1.9,3.6,2.6,Resigned
EMP00525,Sales,Account Manager,40,3.7,912000.0,No,15,3.3,3.8,3.3,Active
EMP00526,Engineering,Software Engineer,37,1.2,1133000.0,No,36,2.4,3.8,1.6,Active
EMP00527,Customer Support,Support Lead,32,2.7,627000.0,No,12,4.7,5.0,3.0,Active
EMP00528,Customer Support,Support Associate,31,10.1,718000.0,No,33,2.4,2.6,2.9,Active
EMP00529,HR,HR Generalist,43,13.3,806000.0,No,12,1.9,1.8,3.0,Active
EMP00530,Engineering,Senior Engineer,39,5.9,1258000.0,No,5,3.5,2.4,2.8,Active
EMP00531,Finance,Financial Analyst,29,1.2,793000.0,No,59,3.0,2.7,2.5,Active
EMP00532,Finance,Finance Manager,43,2.8,746000.0,Yes,54,2.0,1.8,1.9,Active
EMP00533,Engineering,Software Engineer,28,3.6,1252000.0,No,42,3.9,3.4,3.3,Active
EMP00534,Finance,Accountant,30,3.2,1027000.0,No,38,1.6,4.4,3.0,Active
EMP00535,Sales,Sales Manager,49,6.3,903000.0,No,15,2.5,4.7,2.2,Active
EMP00536,Sales,Sales Executive,42,5.0,817000.0,No,35,2.9,3.8,3.2,Active
EMP00537,Operations,Process Lead,31,1.2,623000.0,No,45,4.1,5.0,3.0,Active
EMP00538,Sales,Sales Manager,37,1.8,633000.0,Yes,33,4.6,2.4,2.9,Resigned
EMP00539,Sales,Sales Manager,37,5.9,818000.0,No,17,4.4,1.8,1.7,Active
EMP00540,HR,HR Generalist,21,7.7,805000.0,No,24,3.3,4.2,3.7,Active
EMP00541,Customer Support,Support Manager,28,3.6,572000.0,No,51,1.2,1.6,2.3,Active
EMP00542,Operations,Process Lead,36,8.4,915000.0,No,16,3.8,2.6,3.2,Active
EMP00543,HR,HR Manager,32,3.3,728000.0,No,58,4.7,3.8,2.6,Active
EMP00544,Customer Support,Support Associate,36,1.4,477000.0,No,46,4.5,3.2,2.9,Active
EMP00545,Sales,Sales Manager,44,4.7,715000.0,No,54,3.8,3.1,4.0,Active
EMP00546,Operations,Ops Analyst,38,17.2,827000.0,Yes,31,2.3,1.6,3.6,Active
EMP00547,Engineering,Senior Engineer,25,0.9,891000.0,No,14,2.9,3.3,4.0,Active
EMP00548,Sales,Account Manager,39,8.1,986000.0,No,3,5.0,4.2,3.4,Active
EMP00549,HR,Recruiter,33,4.5,763000.0,No,33,2.1,3.3,3.5,Resigned
EMP00550,Operations,Ops Manager,33,1.7,738000.0,Yes,24,2.4,2.0,2.0,Active
EMP00551,Operations,Ops Analyst,31,0.4,639000.0,No,7,4.2,2.2,3.0,Active
EMP00552,Sales,Account Manager,52,0.2,639000.0,No,56,3.0,2.6,3.0,Active
EMP00553,Sales,Sales Manager,21,1.9,649000.0,No,59,2.3,3.7,4.1,Active
EMP00554,Customer Support,Support Lead,32,4.0,578000.0,Yes,23,4.8,3.0,2.8,Active
EMP00555,Sales,Sales Executive,36,5.6,825000.0,No,41,3.8,2.6,3.4,Active
EMP00556,Engineering,Engineering Manager,30,6.5,1467000.0,Yes,25,3.1,1.0,3.4,Active
EMP00557,Engineering,Software Engineer,42,3.8,1162000.0,No,30,2.4,3.7,4.0,Active
EMP00558,Operations,Ops Manager,41,3.3,660000.0,No,38,5.0,2.5,3.1,Active
EMP00559,Operations,Ops Manager,34,2.3,640000.0,No,25,3.4,3.9,3.8,Active
EMP00560,Operations,Ops Manager,33,4.1,666000.0,No,49,4.7,2.6,2.0,Active
EMP00561,Sales,Sales Manager,33,1.7,806000.0,No,12,4.2,2.4,2.1,Active
EMP00562,Engineering,Senior Engineer,33,1.0,871000.0,No,41,2.9,3.4,1.6,Active
EMP00563,Customer Support,Support Manager,34,3.2,489000.0,Yes,59,2.9,4.8,3.8,Resigned
EMP00564,Finance,Financial Analyst,34,5.3,894000.0,Yes,52,4.7,3.4,3.7,Active
EMP00565,Finance,Finance Manager,36,0.8,859000.0,No,3,4.7,3.4,3.8,Active
EMP00566,Finance,Accountant,40,1.9,841000.0,No,7,1.7,3.6,2.7,Active
EMP00567,HR,HR Generalist,25,3.1,677000.0,No,38,3.9,1.7,2.8,Active
EMP00568,Sales,Sales Executive,26,3.0,734000.0,No,56,3.3,2.3,3.1,Resigned
EMP00569,Engineering,Engineering Manager,21,4.4,1045000.0,No,51,2.5,1.0,4.2,Active
EMP00570,Operations,Ops Manager,44,9.9,1059000.0,No,55,3.6,4.9,4.4,Active
EMP00571,Engineering,Senior Engineer,36,0.2,873000.0,No,9,2.2,4.7,3.8,Active
EMP00572,Customer Support,Support Associate,42,10.2,660000.0,Yes,32,3.0,3.1,3.4,Active
EMP00573,Operations,Ops Manager,26,9.6,966000.0,Yes,44,2.7,2.8,4.1,Active
EMP00574,HR,HR Manager,50,5.7,646000.0,Yes,38,3.0,1.3,3.0,Active
EMP00575,Customer Support,Support Associate,30,3.6,513000.0,No,47,3.3,3.1,2.9,Active
EMP00576,Operations,Ops Manager,36,1.7,721000.0,No,13,2.5,4.9,3.1,Active
