EmployeeID,Department,Role,Age,TenureYears,AnnualSalary,OverTime,MonthsSincePromotion,SatisfactionScore,WorkLifeBalance,PerformanceRating,Status,OT_risk,Satisfaction_risk,Promotion_risk,Pay_risk,WLB_risk,Tenure_risk,RiskScore,RiskBand
EMP00889,Sales,Sales Executive,46,6.1,903000.0,No,32,3.1,2.8,2.4,Active,0.0,0.475,0.5333333333333333,0.15992647058823528,0.55,0.23750000000000004,30.2,Low
EMP00699,Finance,Financial Analyst,27,4.9,834000.0,No,1,5.0,2.6,3.1,Active,0.0,0.0,0.016666666666666666,0.65,0.6,0.38749999999999996,18.9,Low
EMP00021,HR,HR Generalist,21,2.3,596000.0,No,35,3.6,2.8,3.1,Active,0.0,0.35,0.5833333333333334,0.7748091603053435,0.55,0.7125,39.5,Low
EMP00896,Customer Support,Support Manager,39,5.0,666000.0,No,7,3.1,3.1,2.4,Active,0.0,0.475,0.11666666666666667,0.1778350515463918,0.475,0.375,23.7,Low
EMP00352,Sales,Sales Executive,50,5.1,729000.0,Yes,50,4.0,2.0,2.2,Resigned,1.0,0.25,0.8333333333333334,0.6727941176470589,0.75,0.36250000000000004,67.9,High
EMP00875,Finance,Financial Analyst,34,1.3,729000.0,No,45,3.0,2.8,3.5,Resigned,0.0,0.5,0.75,0.946875,0.55,0.8375,48.9,Medium
EMP00307,Engineering,Engineering Manager,25,0.6,925000.0,No,38,3.1,3.4,2.8,Active,0.0,0.475,0.6333333333333333,0.9437229437229437,0.4,0.925,45.1,Medium
EMP00825,HR,Recruiter,22,3.0,697000.0,No,56,2.7,3.8,2.8,Resigned,0.0,0.575,0.9333333333333333,0.3282442748091603,0.30000000000000004,0.625,40.7,Low
EMP00400,Operations,Ops Manager,33,4.7,685000.0,Yes,37,3.2,2.6,3.6,Active,1.0,0.44999999999999996,0.6166666666666667,0.6135265700483092,0.6,0.4125,66.9,High
EMP00205,Sales,Sales Manager,32,4.3,721000.0,No,6,3.1,4.1,3.5,Active,0.0,0.475,0.1,0.6930147058823529,0.2250000000000001,0.4625,28.2,Low
EMP01171,Engineering,Engineering Manager,36,1.2,1067000.0,Yes,38,3.1,3.1,2.2,Resigned,1.0,0.475,0.6333333333333333,0.6753246753246753,0.475,0.85,69.8,High
EMP00678,Operations,Process Lead,31,3.9,688000.0,Yes,24,3.7,1.6,2.2,Resigned,1.0,0.32499999999999996,0.4,0.606280193236715,0.85,0.5125,64.0,Medium
EMP01195,Customer Support,Support Associate,42,4.3,596000.0,No,37,2.7,2.4,3.3,Active,0.0,0.575,0.6166666666666667,0.42525773195876293,0.65,0.4625,40.2,Low
EMP00390,Customer Support,Support Manager,34,2.8,487000.0,Yes,42,4.4,2.6,3.4,Active,1.0,0.1499999999999999,0.7,0.9123711340206185,0.6,0.65,66.7,High
EMP00881,Engineering,Software Engineer,42,5.7,1136000.0,No,43,2.8,3.4,2.6,Active,0.0,0.55,0.7166666666666667,0.48484848484848486,0.4,0.2875,38.0,Low
EMP00504,Operations,Ops Manager,29,1.2,668000.0,No,34,2.9,4.1,3.4,Active,0.0,0.525,0.5666666666666667,0.6714975845410628,0.2250000000000001,0.85,38.9,Low
EMP00535,Sales,Sales Manager,49,6.3,903000.0,No,15,2.5,4.7,2.2,Active,0.0,0.625,0.25,0.15992647058823528,0.07499999999999996,0.21250000000000002,23.4,Low
EMP00273,Sales,Sales Manager,41,11.8,1029000.0,Yes,41,4.9,1.1,3.2,Active,1.0,0.02499999999999991,0.6833333333333333,0.018382352941176516,0.975,0.0,51.5,Medium
EMP00116,Customer Support,Support Manager,33,4.0,614000.0,No,51,3.6,3.3,3.2,Active,0.0,0.35,0.85,0.33247422680412375,0.42500000000000004,0.5,34.8,Low
EMP00208,Finance,Financial Analyst,21,0.5,888000.0,No,22,4.2,3.9,4.0,Active,0.0,0.19999999999999996,0.36666666666666664,0.48124999999999996,0.275,0.9375,26.3,Low
EMP00493,Finance,Accountant,36,3.8,940000.0,Yes,16,3.1,2.5,3.3,Resigned,1.0,0.475,0.26666666666666666,0.31562500000000004,0.625,0.525,58.7,Medium
EMP00717,Operations,Ops Manager,45,3.8,734000.0,No,40,3.8,3.3,2.3,Active,0.0,0.30000000000000004,0.6666666666666666,0.36714975845410625,0.42500000000000004,0.525,31.3,Low
EMP01087,HR,Recruiter,21,3.1,602000.0,Yes,17,4.3,3.2,2.9,Active,1.0,0.17500000000000004,0.2833333333333333,0.7480916030534351,0.44999999999999996,0.6125,56.3,Medium
EMP00975,Engineering,Engineering Manager,29,7.5,1573000.0,Yes,44,2.2,3.0,3.2,Resigned,1.0,0.7,0.7333333333333333,0.025974025974025983,0.5,0.0625,63.3,Medium
EMP00141,Operations,Ops Analyst,35,1.2,717000.0,No,42,4.1,4.2,3.4,Active,0.0,0.2250000000000001,0.7,0.4589371980676329,0.19999999999999996,0.85,30.5,Low
EMP00887,Engineering,Software Engineer,41,1.6,1133000.0,Yes,45,3.4,2.1,2.6,Resigned,1.0,0.4,0.75,0.49783549783549785,0.725,0.8,70.1,High
EMP00264,Sales,Account Manager,35,2.0,734000.0,No,25,2.4,4.3,2.7,Active,0.0,0.65,0.4166666666666667,0.6525735294117647,0.17500000000000004,0.75,38.0,Low
EMP01159,Operations,Ops Analyst,44,4.1,679000.0,No,7,3.4,3.3,3.1,Active,0.0,0.4,0.11666666666666667,0.6352657004830917,0.42500000000000004,0.48750000000000004,28.4,Low
EMP00419,Sales,Sales Executive,49,0.8,758000.0,No,21,4.0,4.0,3.5,Active,0.0,0.25,0.35,0.5661764705882353,0.25,0.9,27.9,Low
EMP00566,Finance,Accountant,40,1.9,841000.0,No,7,1.7,3.6,2.7,Active,0.0,0.825,0.11666666666666667,0.625,0.35,0.7625,39.2,Low
EMP00485,Sales,Account Manager,43,4.8,855000.0,No,42,4.8,1.6,2.8,Active,0.0,0.050000000000000044,0.7,0.2555147058823529,0.85,0.4,28.6,Low
EMP01170,Sales,Sales Executive,30,1.7,707000.0,No,37,2.2,3.4,2.1,Active,0.0,0.7,0.6166666666666667,0.7426470588235294,0.4,0.7875,46.6,Medium
EMP00557,Engineering,Software Engineer,42,3.8,1162000.0,No,30,2.4,3.7,4.0,Active,0.0,0.65,0.5,0.43073593073593075,0.32499999999999996,0.525,36.7,Low
EMP00748,Operations,Process Lead,47,2.9,622000.0,No,31,3.8,3.8,4.1,Active,0.0,0.30000000000000004,0.5166666666666667,0.8405797101449275,0.30000000000000004,0.6375,34.7,Low
EMP00359,Operations,Ops Manager,41,5.3,703000.0,No,15,1.1,3.4,3.5,Active,0.0,0.975,0.25,0.5289855072463768,0.4,0.3375,41.6,Low
EMP00109,Sales,Account Manager,38,1.9,747000.0,Yes,30,3.1,4.5,2.5,Resigned,1.0,0.475,0.5,0.6066176470588236,0.125,0.7625,62.0,Medium
EMP00672,Operations,Ops Manager,51,2.7,703000.0,No,11,1.6,3.7,2.7,Active,0.0,0.85,0.18333333333333332,0.5289855072463768,0.32499999999999996,0.6625,38.6,Low
EMP01115,Customer Support,Support Associate,47,3.9,506000.0,No,3,3.1,3.2,3.1,Active,0.0,0.475,0.05,0.8118556701030928,0.44999999999999996,0.5125,32.0,Low
EMP01000,Engineering,Engineering Manager,31,6.3,1339000.0,No,41,3.3,3.5,2.6,Active,0.0,0.42500000000000004,0.6833333333333333,0.1515151515151515,0.375,0.21250000000000002,29.0,Low
EMP00100,Customer Support,Support Manager,46,2.5,587000.0,No,57,3.5,4.3,3.0,Active,0.0,0.375,0.95,0.4458762886597938,0.17500000000000004,0.6875,36.7,Low
EMP00217,Sales,Sales Manager,31,3.2,810000.0,Yes,18,3.0,3.4,2.5,Resigned,1.0,0.5,0.3,0.3786764705882353,0.4,0.6,58.5,Medium
EMP00586,Finance,Accountant,27,3.6,878000.0,No,16,2.3,3.5,2.4,Active,0.0,0.675,0.26666666666666666,0.515625,0.375,0.55,35.5,Low
EMP00386,Customer Support,Support Associate,21,5.2,682000.0,Yes,45,3.3,2.1,3.2,Active,1.0,0.42500000000000004,0.75,0.134020618556701,0.725,0.35,62.9,Medium
EMP00421,Finance,Accountant,35,2.2,974000.0,No,23,2.8,4.5,3.0,Active,0.0,0.55,0.38333333333333336,0.22812500000000002,0.125,0.725,28.4,Low
EMP00413,Sales,Sales Executive,33,3.7,853000.0,No,14,3.5,5.0,3.4,Active,0.0,0.375,0.23333333333333334,0.2683823529411765,0.0,0.5375,19.7,Low
EMP00707,HR,HR Manager,47,1.6,609000.0,Yes,26,4.0,3.0,2.6,Active,1.0,0.25,0.43333333333333335,0.7404580152671756,0.5,0.8,62.1,Medium
EMP00942,Customer Support,Support Associate,32,3.0,530000.0,Yes,30,4.6,3.3,2.2,Active,1.0,0.10000000000000009,0.5,0.6958762886597938,0.42500000000000004,0.625,57.0,Medium
EMP00794,Sales,Sales Executive,31,2.9,686000.0,No,42,4.7,3.9,3.3,Active,0.0,0.07499999999999996,0.7,0.7904411764705882,0.275,0.6375,31.2,Low
EMP00306,Operations,Ops Analyst,49,4.9,845000.0,No,33,2.9,1.8,2.6,Active,0.0,0.525,0.55,0.10869565217391308,0.8,0.38749999999999996,34.8,Low
EMP00914,Customer Support,Support Associate,40,5.3,686000.0,Yes,8,3.0,3.2,3.3,Active,1.0,0.5,0.13333333333333333,0.12371134020618557,0.44999999999999996,0.3375,51.3,Medium
EMP00663,Sales,Account Manager,26,4.6,803000.0,No,2,2.4,3.0,2.4,Resigned,0.0,0.65,0.03333333333333333,0.4117647058823529,0.5,0.42500000000000004,30.4,Low
EMP01166,Customer Support,Support Associate,25,1.7,471000.0,Yes,25,3.6,1.6,4.4,Active,1.0,0.35,0.4166666666666667,0.9639175257731959,0.85,0.7875,71.5,High
EMP00364,Sales,Sales Executive,40,4.5,740000.0,No,4,4.1,2.6,3.4,Active,0.0,0.2250000000000001,0.06666666666666667,0.6286764705882353,0.6,0.4375,25.1,Low
EMP00024,Customer Support,Support Manager,46,4.2,573000.0,No,24,2.3,3.5,1.7,Resigned,0.0,0.675,0.4,0.4948453608247423,0.375,0.475,36.9,Low
EMP01039,Operations,Process Lead,40,3.2,763000.0,Yes,35,3.3,1.8,3.4,Active,1.0,0.42500000000000004,0.5833333333333334,0.28260869565217395,0.8,0.6,64.7,Medium
EMP00265,Customer Support,Support Associate,26,2.0,493000.0,No,36,3.8,4.4,1.6,Active,0.0,0.30000000000000004,0.6,0.884020618556701,0.1499999999999999,0.75,35.5,Low
EMP00756,Engineering,Engineering Manager,38,7.2,1498000.0,Yes,55,3.8,2.6,3.2,Resigned,1.0,0.30000000000000004,0.9166666666666666,0.05627705627705626,0.6,0.09999999999999998,58.5,Medium
EMP01036,Finance,Accountant,29,5.5,1101000.0,No,15,3.2,3.2,3.3,Active,0.0,0.44999999999999996,0.25,0.07187500000000002,0.44999999999999996,0.3125,23.1,Low
EMP00187,Engineering,Senior Engineer,34,3.8,1035000.0,No,25,4.0,5.0,4.8,Active,0.0,0.25,0.4166666666666667,0.7727272727272727,0.0,0.525,26.6,Low
EMP00563,Customer Support,Support Manager,34,3.2,489000.0,Yes,59,2.9,4.8,3.8,Resigned,1.0,0.525,0.9833333333333333,0.8943298969072165,0.050000000000000044,0.6,73.1,High
EMP00863,HR,HR Manager,21,2.5,722000.0,Yes,13,4.2,2.7,3.7,Active,1.0,0.19999999999999996,0.21666666666666667,0.2748091603053435,0.575,0.6875,51.1,Medium
EMP00948,Customer Support,Support Associate,37,4.4,647000.0,No,19,2.6,3.1,2.7,Active,0.0,0.6,0.31666666666666665,0.23711340206185572,0.475,0.44999999999999996,31.2,Low
EMP00124,Engineering,Senior Engineer,37,9.3,1290000.0,No,10,3.5,4.0,2.9,Active,0.0,0.375,0.16666666666666666,0.22077922077922074,0.25,0.0,17.8,Low
EMP00639,HR,HR Generalist,23,1.3,667000.0,Yes,27,5.0,2.2,3.4,Active,1.0,0.0,0.45,0.46183206106870234,0.7,0.8375,55.1,Medium
EMP00903,Sales,Account Manager,36,10.8,1019000.0,No,43,3.0,3.6,3.7,Active,0.0,0.5,0.7166666666666667,0.02573529411764708,0.35,0.0,28.0,Low
EMP01050,Engineering,Senior Engineer,42,3.8,1072000.0,No,46,3.1,4.1,3.5,Resigned,0.0,0.475,0.7666666666666667,0.6580086580086579,0.2250000000000001,0.525,38.7,Low
EMP00769,Sales,Sales Manager,42,4.8,900000.0,No,28,3.0,4.5,3.0,Active,0.0,0.5,0.4666666666666667,0.16911764705882348,0.125,0.4,25.7,Low
EMP00587,Sales,Sales Manager,44,4.1,704000.0,No,43,4.0,2.8,2.8,Active,0.0,0.25,0.7166666666666667,0.75,0.55,0.48750000000000004,37.5,Low
EMP01138,Operations,Ops Analyst,21,5.5,684000.0,Yes,17,4.6,3.0,3.9,Active,1.0,0.10000000000000009,0.2833333333333333,0.6207729468599034,0.5,0.3125,51.5,Medium
EMP01075,Customer Support,Support Associate,25,5.1,623000.0,No,38,3.9,4.0,2.0,Active,0.0,0.275,0.6333333333333333,0.29639175257731953,0.25,0.36250000000000004,26.1,Low
EMP00148,Operations,Ops Manager,39,1.8,725000.0,No,59,3.1,5.0,2.3,Resigned,0.0,0.475,0.9833333333333333,0.4130434782608695,0.0,0.775,37.6,Low
EMP00934,HR,HR Manager,47,1.7,663000.0,No,44,2.7,3.9,3.5,Active,0.0,0.575,0.7333333333333333,0.48091603053435117,0.275,0.7875,40.3,Low
EMP00494,Engineering,Engineering Manager,38,5.5,1133000.0,No,53,4.1,3.5,2.9,Active,0.0,0.2250000000000001,0.8833333333333333,0.49783549783549785,0.375,0.3125,32.9,Low
EMP00225,Engineering,Engineering Manager,44,1.7,939000.0,No,17,4.1,3.4,3.7,Active,0.0,0.2250000000000001,0.2833333333333333,0.9285714285714286,0.4,0.7875,32.5,Low
EMP00832,Operations,Ops Analyst,23,2.4,770000.0,No,13,2.5,3.2,2.6,Active,0.0,0.625,0.21666666666666667,0.27053140096618356,0.44999999999999996,0.7,31.9,Low
EMP00071,Sales,Sales Manager,33,6.2,945000.0,No,9,3.0,4.7,2.3,Active,0.0,0.5,0.15,0.08088235294117652,0.07499999999999996,0.22499999999999998,17.8,Low
EMP00692,Customer Support,Support Lead,24,2.4,549000.0,Yes,13,4.7,2.7,2.5,Resigned,1.0,0.07499999999999996,0.21666666666666667,0.595360824742268,0.575,0.7,52.7,Medium
EMP00281,Sales,Sales Executive,34,2.0,798000.0,Yes,55,2.8,2.9,3.2,Resigned,1.0,0.55,0.9166666666666666,0.4319852941176471,0.525,0.75,72.7,High
EMP00172,Operations,Process Lead,35,1.5,629000.0,No,21,2.2,2.1,3.5,Active,0.0,0.7,0.35,0.8115942028985508,0.725,0.8125,47.3,Medium
EMP00749,HR,HR Manager,43,1.5,596000.0,Yes,35,3.0,3.0,3.0,Active,1.0,0.5,0.5833333333333334,0.7748091603053435,0.5,0.8125,71.1,High
EMP00169,Engineering,Senior Engineer,38,1.6,1121000.0,No,32,3.4,2.8,2.9,Active,0.0,0.4,0.5333333333333333,0.5238095238095238,0.55,0.8,36.9,Low
EMP00892,Customer Support,Support Lead,51,4.6,559000.0,No,48,5.0,3.4,3.9,Active,0.0,0.0,0.8,0.5489690721649485,0.4,0.42500000000000004,27.8,Low
EMP00284,Engineering,Engineering Manager,45,7.9,1238000.0,No,46,2.7,3.7,3.6,Active,0.0,0.575,0.7666666666666667,0.3116883116883117,0.32499999999999996,0.012499999999999956,34.4,Low
EMP01052,Sales,Sales Executive,32,7.6,905000.0,No,48,3.7,3.5,3.1,Active,0.0,0.32499999999999996,0.8,0.15441176470588236,0.375,0.050000000000000044,27.6,Low
EMP00126,Operations,Ops Analyst,37,3.4,759000.0,Yes,32,2.8,2.9,2.6,Resigned,1.0,0.55,0.5333333333333333,0.2995169082125604,0.525,0.575,63.7,Medium
EMP01165,Sales,Sales Manager,30,4.5,871000.0,No,54,2.5,2.9,2.9,Active,0.0,0.625,0.9,0.2095588235294118,0.525,0.4375,41.3,Low
EMP01196,Sales,Sales Executive,35,4.6,828000.0,Yes,15,2.3,1.8,4.8,Resigned,1.0,0.675,0.25,0.3308823529411765,0.8,0.42500000000000004,65.0,High
EMP00165,Operations,Ops Manager,38,3.3,722000.0,Yes,17,2.9,1.2,2.3,Active,1.0,0.525,0.2833333333333333,0.4347826086956522,0.95,0.5875,66.1,High
EMP01009,Finance,Accountant,27,4.7,878000.0,No,18,3.6,1.5,2.8,Active,0.0,0.35,0.3,0.515625,0.875,0.4125,33.4,Low
EMP01153,Sales,Sales Manager,48,1.5,631000.0,Yes,31,4.9,3.0,3.3,Active,1.0,0.02499999999999991,0.5166666666666667,0.9613970588235294,0.5,0.8125,61.2,Medium
EMP00532,Finance,Finance Manager,43,2.8,746000.0,Yes,54,2.0,1.8,1.9,Active,1.0,0.75,0.9,0.896875,0.8,0.65,86.5,High
EMP00841,Sales,Sales Executive,44,3.6,855000.0,No,18,2.6,2.9,3.7,Active,0.0,0.6,0.3,0.2555147058823529,0.525,0.55,32.4,Low
EMP00043,Finance,Financial Analyst,24,0.3,729000.0,No,5,3.3,2.9,3.7,Resigned,0.0,0.42500000000000004,0.08333333333333333,0.946875,0.525,0.9625,36.9,Low
EMP00782,Customer Support,Support Associate,37,4.3,681000.0,No,43,1.9,3.0,3.9,Active,0.0,0.775,0.7166666666666667,0.1391752577319587,0.5,0.4625,40.8,Low
EMP00919,Engineering,Software Engineer,27,3.3,1127000.0,Yes,19,2.7,1.8,2.5,Resigned,1.0,0.575,0.31666666666666665,0.5108225108225108,0.8,0.5875,67.1,High
EMP00689,HR,HR Generalist,35,1.3,586000.0,No,5,4.2,3.8,3.3,Active,0.0,0.19999999999999996,0.08333333333333333,0.8091603053435115,0.30000000000000004,0.8375,26.1,Low
EMP00579,Customer Support,Support Associate,30,2.3,521000.0,No,57,5.0,1.7,2.4,Active,0.0,0.0,0.95,0.7577319587628866,0.825,0.7125,40.0,Low
EMP00133,Operations,Process Lead,36,2.0,729000.0,No,49,3.3,3.8,2.7,Active,0.0,0.42500000000000004,0.8166666666666667,0.38888888888888884,0.30000000000000004,0.75,36.8,Low
EMP01014,Customer Support,Support Associate,45,0.1,442000.0,No,57,4.1,3.4,2.4,Active,0.0,0.2250000000000001,0.95,0.9948453608247423,0.4,0.9875,45.3,Medium
EMP00468,Customer Support,Support Associate,35,0.1,460000.0,No,21,1.9,3.2,2.2,Active,0.0,0.775,0.35,0.9742268041237113,0.44999999999999996,0.9875,49.2,Medium
EMP00039,Engineering,Engineering Manager,31,2.4,1143000.0,No,13,4.3,4.2,3.2,Active,0.0,0.17500000000000004,0.21666666666666667,0.47186147186147187,0.19999999999999996,0.7,20.9,Low
EMP00964,Sales,Sales Manager,21,1.5,723000.0,No,27,3.3,3.6,3.0,Active,0.0,0.42500000000000004,0.45,0.6819852941176471,0.35,0.8125,36.0,Low
EMP01006,Engineering,Senior Engineer,42,9.3,1467000.0,Yes,39,2.5,3.1,4.8,Active,1.0,0.625,0.65,0.0670995670995671,0.475,0.0,60.0,Medium
EMP01042,Finance,Financial Analyst,45,1.0,733000.0,Yes,1,3.1,1.8,3.3,Active,1.0,0.475,0.016666666666666666,0.93125,0.8,0.875,67.6,High
EMP00509,Operations,Ops Analyst,30,2.1,725000.0,Yes,56,3.0,2.1,2.1,Active,1.0,0.5,0.9333333333333333,0.4130434782608695,0.725,0.7375,73.8,High
EMP00167,HR,HR Manager,21,5.5,658000.0,Yes,21,4.8,5.0,3.8,Resigned,1.0,0.050000000000000044,0.35,0.4961832061068703,0.0,0.3125,43.6,Low
EMP00541,Customer Support,Support Manager,28,3.6,572000.0,No,51,1.2,1.6,2.3,Active,0.0,0.95,0.85,0.5025773195876289,0.85,0.55,56.9,Medium
EMP00072,Engineering,Software Engineer,38,2.7,1066000.0,No,16,3.4,3.0,3.5,Active,0.0,0.4,0.26666666666666666,0.6818181818181819,0.5,0.6625,33.4,Low
EMP00907,Operations,Ops Analyst,28,1.9,658000.0,Yes,26,4.5,3.8,2.5,Resigned,1.0,0.125,0.43333333333333335,0.7149758454106281,0.30000000000000004,0.7625,56.1,Medium
EMP00906,Finance,Financial Analyst,27,3.5,814000.0,No,30,4.2,4.0,4.5,Active,0.0,0.19999999999999996,0.5,0.70625,0.25,0.5625,29.1,Low
EMP01200,Finance,Accountant,44,1.5,733000.0,No,52,3.3,1.4,3.0,Active,0.0,0.42500000000000004,0.8666666666666667,0.93125,0.9,0.8125,52.8,Medium
EMP00993,HR,HR Manager,27,2.1,634000.0,No,18,3.9,1.6,3.0,Active,0.0,0.275,0.3,0.6183206106870229,0.85,0.7375,34.7,Low
EMP00927,Sales,Sales Executive,32,4.7,835000.0,No,54,1.4,2.7,3.3,Resigned,0.0,0.9,0.9,0.31985294117647056,0.575,0.4125,49.9,Medium
EMP00005,Sales,Account Manager,38,2.7,667000.0,No,42,3.4,2.3,2.8,Active,0.0,0.4,0.7,0.8474264705882353,0.675,0.6625,44.7,Low
EMP00340,Customer Support,Support Lead,26,2.1,587000.0,Yes,60,3.3,3.9,3.2,Active,1.0,0.42500000000000004,1.0,0.4458762886597938,0.275,0.7375,68.2,High
EMP00695,Customer Support,Support Manager,32,4.9,555000.0,No,37,2.4,4.2,4.0,Active,0.0,0.65,0.6166666666666667,0.5567010309278351,0.19999999999999996,0.38749999999999996,38.0,Low
EMP00715,HR,Recruiter,35,6.4,763000.0,No,59,3.6,3.3,2.6,Active,0.0,0.35,0.9833333333333333,0.1564885496183206,0.42500000000000004,0.19999999999999996,32.6,Low
EMP00378,Operations,Process Lead,42,6.3,742000.0,Yes,28,5.0,3.1,3.4,Active,1.0,0.0,0.4666666666666667,0.3405797101449275,0.475,0.21250000000000002,47.2,Medium
EMP00448,Finance,Accountant,29,2.4,749000.0,No,50,4.2,1.0,2.1,Active,0.0,0.19999999999999996,0.8333333333333334,0.8875,1.0,0.7,46.8,Medium
EMP00652,Customer Support,Support Associate,25,0.5,504000.0,No,7,3.2,3.2,2.3,Active,0.0,0.44999999999999996,0.11666666666666667,0.8298969072164948,0.44999999999999996,0.9375,35.3,Low
EMP01053,Engineering,Senior Engineer,53,6.9,1189000.0,Yes,17,2.9,1.3,4.0,Active,1.0,0.525,0.2833333333333333,0.3982683982683982,0.925,0.13749999999999996,62.6,Medium
EMP00501,Finance,Accountant,35,2.6,935000.0,No,41,3.2,1.9,3.7,Active,0.0,0.44999999999999996,0.6833333333333333,0.3375,0.775,0.675,39.8,Low
EMP00805,Sales,Sales Executive,41,9.8,1092000.0,No,20,4.1,2.7,4.1,Active,0.0,0.2250000000000001,0.3333333333333333,0.011029411764705843,0.575,0.0,17.8,Low
EMP01077,Operations,Ops Manager,25,3.5,618000.0,No,18,3.5,4.7,3.4,Active,0.0,0.375,0.3,0.857487922705314,0.07499999999999996,0.5625,30.1,Low
EMP00095,Engineering,Senior Engineer,31,1.7,1062000.0,No,26,4.4,3.9,2.8,Active,0.0,0.1499999999999999,0.43333333333333335,0.7056277056277056,0.275,0.7875,28.4,Low
EMP00096,Finance,Financial Analyst,40,1.2,818000.0,No,16,3.0,4.1,2.8,Active,0.0,0.5,0.26666666666666666,0.69375,0.2250000000000001,0.85,33.8,Low
EMP00309,Engineering,Engineering Manager,31,0.4,929000.0,Yes,27,3.1,3.1,3.1,Active,1.0,0.475,0.45,0.9393939393939394,0.475,0.95,71.2,High
EMP00747,Engineering,Senior Engineer,38,4.0,1231000.0,No,7,3.8,4.2,2.5,Active,0.0,0.30000000000000004,0.11666666666666667,0.316017316017316,0.19999999999999996,0.5,18.9,Low
EMP00490,Operations,Ops Analyst,21,2.2,744000.0,No,38,4.5,3.2,3.2,Active,0.0,0.125,0.6333333333333333,0.33333333333333337,0.44999999999999996,0.725,27.6,Low
EMP00603,Customer Support,Support Manager,37,1.8,494000.0,No,9,1.7,3.8,3.9,Active,0.0,0.825,0.15,0.8762886597938144,0.30000000000000004,0.775,42.7,Low
EMP00059,Sales,Account Manager,42,9.5,927000.0,No,6,3.4,3.1,2.9,Active,0.0,0.4,0.1,0.1158088235294118,0.475,0.0,18.5,Low
EMP00066,Operations,Ops Analyst,36,1.5,581000.0,No,42,3.5,3.1,4.2,Active,0.0,0.375,0.7,0.9541062801932367,0.475,0.8125,44.1,Low
EMP00326,Finance,Accountant,41,3.2,786000.0,No,14,2.7,2.9,3.7,Active,0.0,0.575,0.23333333333333334,0.80625,0.525,0.6,38.7,Low
EMP00518,HR,HR Manager,42,0.4,498000.0,Yes,13,4.1,3.8,4.7,Active,1.0,0.2250000000000001,0.21666666666666667,0.9732824427480916,0.30000000000000004,0.95,59.8,Medium
EMP00025,HR,Recruiter,32,2.1,682000.0,Yes,52,5.0,1.3,1.0,Active,1.0,0.0,0.8666666666666667,0.3969465648854962,0.925,0.7375,62.9,Medium
EMP01024,Operations,Ops Manager,21,2.3,591000.0,Yes,51,2.9,3.7,2.8,Active,1.0,0.525,0.85,0.9130434782608696,0.32499999999999996,0.7125,75.2,High
EMP00245,Finance,Accountant,42,6.3,905000.0,No,9,3.6,4.7,3.0,Active,0.0,0.35,0.15,0.390625,0.07499999999999996,0.21250000000000002,18.4,Low
EMP00223,Finance,Financial Analyst,46,1.4,857000.0,No,35,3.9,5.0,3.3,Active,0.0,0.275,0.5833333333333334,0.5875,0.0,0.825,29.1,Low
EMP00604,Finance,Finance Manager,35,2.8,995000.0,No,59,4.1,5.0,3.5,Active,0.0,0.2250000000000001,0.9833333333333333,0.19374999999999998,0.0,0.65,27.7,Low
EMP00106,Finance,Financial Analyst,30,5.2,903000.0,Yes,42,2.7,3.4,3.1,Active,1.0,0.575,0.7,0.40312499999999996,0.4,0.35,65.5,High
EMP01086,HR,HR Generalist,23,2.8,613000.0,No,10,2.0,4.5,3.0,Active,0.0,0.75,0.16666666666666666,0.7175572519083969,0.125,0.65,36.1,Low
EMP00131,Sales,Sales Manager,34,0.7,655000.0,No,41,2.4,2.8,3.8,Active,0.0,0.65,0.6833333333333333,0.8952205882352942,0.55,0.9125,51.1,Medium
EMP00154,Operations,Ops Analyst,39,2.3,607000.0,No,57,2.9,3.3,3.3,Active,0.0,0.525,0.95,0.8840579710144928,0.42500000000000004,0.7125,49.6,Medium
EMP01079,Finance,Accountant,39,7.9,1226000.0,No,20,4.0,3.9,3.4,Active,0.0,0.25,0.3333333333333333,0.03125,0.275,0.012499999999999956,15.1,Low
EMP00973,Sales,Sales Executive,46,4.9,934000.0,No,40,3.2,4.2,3.9,Active,0.0,0.44999999999999996,0.6666666666666666,0.10661764705882348,0.19999999999999996,0.38749999999999996,27.7,Low
EMP00871,HR,HR Generalist,36,4.2,731000.0,Yes,13,4.5,1.8,2.9,Active,1.0,0.125,0.21666666666666667,0.23664122137404575,0.8,0.475,50.2,Medium
EMP00978,Engineering,Senior Engineer,30,4.9,1288000.0,No,59,4.7,2.4,1.9,Active,0.0,0.07499999999999996,0.9833333333333333,0.2316017316017316,0.65,0.38749999999999996,30.9,Low
EMP00076,Engineering,Senior Engineer,21,4.3,1357000.0,No,25,4.7,4.0,4.2,Active,0.0,0.07499999999999996,0.4166666666666667,0.1255411255411255,0.25,0.4625,16.0,Low
EMP01133,Sales,Sales Executive,33,2.6,685000.0,Yes,31,3.6,4.0,3.0,Resigned,1.0,0.35,0.5166666666666667,0.7941176470588236,0.25,0.675,62.8,Medium
EMP01070,Engineering,Engineering Manager,34,2.3,1230000.0,No,52,2.8,4.4,3.6,Active,0.0,0.55,0.8666666666666667,0.3225108225108225,0.1499999999999999,0.7125,37.7,Low
EMP00923,Finance,Finance Manager,33,1.8,734000.0,No,25,3.0,4.4,1.9,Resigned,0.0,0.5,0.4166666666666667,0.91875,0.1499999999999999,0.775,38.0,Low
